"","District.Name","Village.Name","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Community.Health.Centre.(Numbers)","Total.Positions.(Doctors.&.Support)","Total.Required.Strength.(Doctors.&.Support)","Distance","Primary.Health.Centre.(Numbers)","Primary.Health.Centre.Doctors.Total.Strength.(Numbers)","Primary.Health.Centre.Doctors.In.Position.(Numbers)","Distance.1","Primary.Heallth.Sub.Centre.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.Total.Strength.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.In.Position.(Numbers)","Distance.2","Maternity.And.Child.Welfare.Centre.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.3","TB.Clinic.(Numbers)","TB.Clinic.Doctors.Total.Strength.(Numbers)","TB.Clinic.Doctors.In.Position.(Numbers)","Distance.4","Hospital.Allopathic.(Numbers)","Hospital.Allopathic.Doctors.Total.Strength.(Numbers)","Hospital.Allopathic.Doctors.In.Position.(Numbers)","Distance.5","Hospiltal.Alternative.Medicine.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.Total.Strength.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.In.Position.(Numbers)","Distance.6","Dispensary.(Numbers)","Dispensary.Doctors.Total.Strength.(Numbers)","Dispensary.Doctors.In.Position.(Numbers)","Distance.7","Veterinary.Hospital.(Numbers)","Veterinary.Hospital.Doctors.Total.Strength.(Numbers)","Veterinary.Hospital.Doctors.In.Position.(Numbers)","Distance.8","Mobile.Health.Clinic.(Numbers)","Mobile.Health.Clinic.Doctors.Total.Strength.(Numbers)","Mobile.Health.Clinic.Doctors.In.Position.(Numbers)","Distance.9","Family.Welfare.Centre.(Numbers)","Family.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Family.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.10","Clusters"
"2475","Panipat","Ganjbar (31)",335,530,2876,1589,1287,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2476","Panipat","Badauli (33)",329,749,3822,2020,1802,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2477","Panipat","Razapur  (13)",554,596,3327,1737,1590,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2484","Panipat","Khotpura (35)",490,443,2536,1341,1195,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2485","Panipat","Garh Sanrai (38)",505,625,3393,1868,1525,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,10,4
"2487","Panipat","Barana (44)",778,1445,7402,3936,3466,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"2488","Panipat","Babail (26)",1056,1085,5748,3129,2619,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"2491","Panipat","Kotani( 8)",288,543,2684,1454,1230,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,4,4,12.5,0,0,0,5,0,0,0,5,4
"2494","Panipat","Asan Kalan (21)",1233,919,4960,2588,2372,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2495","Panipat","Sondhapur (26)",289,1463,7634,4061,3573,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2496","Panipat","Jatol (27)",829,671,3645,1911,1734,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2497","Panipat","Binjhol (28)",730,1117,5800,3116,2684,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2499","Panipat","Panipat Taraf Afghan (17)",321,696,3205,1746,1459,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2500","Panipat","Milk Ugra Kheri (15)",36,649,3355,1821,1534,0,0,0,10,1,11,9,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2501","Panipat","Raja Kheri (25)",675,946,4988,2738,2250,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2503","Panipat","Nimbri (21)",347,780,4140,2240,1900,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2504","Panipat","Risalu (18)",333,678,3722,1973,1749,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
"2505","Panipat","Sewah (32)",1605,2708,13680,7381,6299,0,0,0,10,1,12,11,12.5,2,2,2,12.5,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,3
"2506","Panipat","Diwana (33)",566,653,3413,1848,1565,0,0,0,10,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
"2508","Panipat","Bursham (35)",698,879,4664,2464,2200,0,0,0,5,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2510","Panipat","Mahrana (29)",584,901,4571,2469,2102,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2511","Panipat","Dahar (37)",985,1272,6729,3640,3089,0,0,0,5,0,0,0,10,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2513","Panipat","Alupur (60)",674,526,2860,1536,1324,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2514","Panipat","Nain (62)",863,629,3405,1815,1590,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"2515","Panipat","Bhandari (61)",666,677,3778,2014,1764,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2516","Panipat","Ataula (57)",1259,1024,5233,2816,2417,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2518","Panipat","Urlana Khurd (50)",1020,615,3237,1729,1508,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2519","Panipat","Urlana Kalan (51)",2660,1666,8759,4671,4088,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,1,5,5,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,5,2
"2521","Panipat","Didwari (72)",528,558,3059,1651,1408,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12.5,0,0,0,0,0,0,0,0,4
"2522","Panipat","Naultha (38)",1861,1640,8655,4689,3966,0,0,0,0,1,9,8,12.5,1,2,2,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"2524","Panipat","Jondhan Kalan (68)",637,552,3001,1591,1410,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"2525","Panipat","Karad(64)",948,688,3607,1917,1690,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
"2527","Panipat","Israna (66, 67)",1465,1724,9472,5032,4440,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"2528","Panipat","Balana (71)",1096,631,3417,1808,1609,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"2529","Panipat","Palri (70)",514,766,3961,2112,1849,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2530","Panipat","Bandh (87)",814,711,3656,1960,1696,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,0,0,0,0,0,4
"2531","Panipat","Mandi (82)",1467,1406,7454,3963,3491,0,0,0,0,1,11,9,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"2532","Panipat","Gawalra (81)",931,638,3494,1874,1620,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,0,0,0,0,0,4
"2533","Panipat","Chamarara (83)",681,526,2812,1523,1289,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2535","Panipat","Puthar (85)",651,516,2956,1586,1370,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2536","Panipat","Boana Lakhu (86)",1274,1322,7169,3932,3237,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,0,1,5,5,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"2538","Panipat","Shahpur (89)",681,636,3472,1872,1600,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2541","Panipat","Pardhana (65)",870,699,3563,1884,1679,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
"2543","Panipat","Ahar (58)",1507,1430,7696,4079,3617,1,17,18,12.5,0,0,0,0,1,1,1,12.5,1,2,2,12.5,1,1,1,12.5,0,0,0,0,1,2,2,12.5,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"2544","Panipat","Kurana (54)",2530,1594,8846,4712,4134,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,1,5,5,12.5,1,2,2,12.5,0,0,0,10,0,0,0,5,0,0,0,0,2
"2546","Panipat","Seenk (52)",1864,1152,6219,3324,2895,0,0,0,5,0,0,0,5,1,1,1,12.5,1,2,2,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"2547","Panipat","Chhichhrana (55)",895,643,3458,1819,1639,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,4
"2552","Panipat","Kiwana (78)",813,1579,8136,4889,3247,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,1,5,5,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,2
"2553","Panipat","Chulkana (118)",1273,2107,11793,6299,5494,0,0,0,5,1,9,9,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"2555","Panipat","Bodhwal Majri (87)",287,510,3050,1609,1441,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,1
"2556","Panipat","Patti Kalyana (86)",1428,1721,9390,4956,4434,0,0,0,0,1,10,9,12.5,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,10,3
"2558","Panipat","Mahoti (89)",728,942,4825,2596,2229,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2561","Panipat","Raksehra (91)",1739,1197,6476,3425,3051,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,4,3,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"2564","Panipat","Dehra (85)",847,823,4309,2348,1961,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,1,5,5,12.5,1,2,2,12.5,0,0,0,10,0,0,0,5,0,0,0,5,2
"2565","Panipat","Hathwala (82)",1142,1219,7208,3829,3379,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,2
"2568","Panipat","Atta (80)",819,1481,7710,4202,3508,0,0,0,5,1,7,7,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,5,3
"2569","Panipat","Dikadla (81)",1039,1018,4958,2755,2203,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,5,4
"2570","Panipat","Pawati (71)",316,764,3982,2203,1779,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2571","Panipat","Jurasi Saraf Khas (72)",1020,1056,5577,2996,2581,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
"2572","Panipat","Jurasi Khalsa (74)",556,727,3879,2104,1775,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,1,3,3,12.5,0,0,0,10,0,0,0,10,4
"2574","Panipat","Manana (76)",1276,1547,8184,4435,3749,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,10,0,0,0,0,1,5,5,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,10,2
"2575","Panipat","Naryana (74)",1132,1243,7305,3917,3388,0,0,0,0,1,9,9,12.5,1,1,1,12.5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,3
"2576","Panipat","Karhans (69)",813,1282,6438,3436,3002,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,2,1,12.5,0,0,0,10,0,0,0,10,4
"2577","Panipat","Garhi Chhaju (73)",496,505,2555,1388,1167,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2578","Panipat","Shahar Malpur (64)",602,660,3697,2010,1687,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2579","Panipat","Biholi (66)",934,1117,5845,3102,2743,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2580","Panipat","Machhroli (68)",540,856,4254,2255,1999,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,1
"2581","Panipat","Jatipur (67)",555,920,4198,2490,1708,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2582","Panipat","Pasina Kalan (50)",519,745,3796,2255,1541,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2583","Panipat","Pasina Khurd (49)",612,526,3053,1622,1431,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2587","Panipat","Bapoli (54)",1296,1820,10309,5488,4821,1,28,33,12.5,0,0,0,0,1,1,1,12.5,1,2,2,12.5,1,1,1,12.5,0,0,0,0,1,4,3,12.5,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"2588","Panipat","Dhadola (46)",557,819,4661,2503,2158,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2590","Panipat","Ujah (44)",613,1646,8773,4756,4017,0,0,0,0,1,4,3,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1
"2593","Panipat","Chhajpur Kalan (42)",442,719,4095,2254,1841,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2594","Panipat","Chhajpur Khurd (41)",529,648,3645,1924,1721,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2595","Panipat","Kurar (22)",1055,1093,6056,3274,2782,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2598","Panipat","Dhan Soli (28)",552,528,2831,1522,1309,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1
"2600","Panipat","Rana Majra (93)",1703,2033,12355,6585,5770,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2602","Panipat","Kundla (94)",808,640,4041,2120,1921,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,1
"2606","Panipat","Sanoli Khurd (32)",544,958,5360,2811,2549,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2607","Panipat","Janbha (34)",165,522,2925,1567,1358,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2612","Panipat","Jalalpur (38)",620,863,4923,2727,2196,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,10,4
"2615","Panipat","Adhmi (56)",573,506,2879,1558,1321,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2617","Panipat","Jalmana (55)",452,709,3848,2072,1776,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1
"2620","Panipat","Goela Kalan (60)",601,472,2916,1569,1347,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2621","Panipat","Goela Khurd (61)",1030,588,3597,1930,1667,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"2629","Panipat","Khojgipur (77)",711,750,3968,2185,1783,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2631","Sonipat","Gangana (19)",1917,1268,6838,3741,3097,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2632","Sonipat","Issapur Kheri (16)",845,640,3324,1772,1552,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2633","Sonipat","Nuran Khera (15)",756,546,2773,1467,1306,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2634","Sonipat","Butana Khetlan (20)",1361,1170,6065,3325,2740,0,0,0,5,1,6,5,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,3
"2635","Sonipat","Butana Kundu (21)",1345,857,4574,2492,2082,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"2636","Sonipat","Bichpari (22)",1331,1172,6032,3266,2766,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2638","Sonipat","Jagsi (23)",1959,1386,7550,4156,3394,0,0,0,0,1,9,6,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,2,12.5,0,0,0,0,0,0,0,0,3
"2640","Sonipat","Chhatera (25)",679,506,2647,1409,1238,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2641","Sonipat","Busana (46)",932,700,3771,2042,1729,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2645","Sonipat","Jawahra (50)",875,689,3818,2055,1763,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2646","Sonipat","Dhurana (51)",749,538,2869,1493,1376,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2647","Sonipat","Chirana (52)",1169,934,4770,2583,2187,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2648","Sonipat","Shamri Buran (53)",827,563,2868,1547,1321,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,1
"2650","Sonipat","Shamri Sisan (55)",822,641,3388,1843,1545,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2651","Sonipat","Mundlana (45)",2348,1670,8982,4906,4076,1,29,31,12.5,0,0,0,5,1,2,2,12.5,1,3,3,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,12.5,0,0,0,5,0,0,0,5,3
