"","District.Name","Village.Name","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Community.Health.Centre.(Numbers)","Total.Positions.(Doctors.&.Support)","Total.Required.Strength.(Doctors.&.Support)","Distance","Primary.Health.Centre.(Numbers)","Primary.Health.Centre.Doctors.Total.Strength.(Numbers)","Primary.Health.Centre.Doctors.In.Position.(Numbers)","Distance.1","Primary.Heallth.Sub.Centre.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.Total.Strength.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.In.Position.(Numbers)","Distance.2","Maternity.And.Child.Welfare.Centre.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.3","TB.Clinic.(Numbers)","TB.Clinic.Doctors.Total.Strength.(Numbers)","TB.Clinic.Doctors.In.Position.(Numbers)","Distance.4","Hospital.Allopathic.(Numbers)","Hospital.Allopathic.Doctors.Total.Strength.(Numbers)","Hospital.Allopathic.Doctors.In.Position.(Numbers)","Distance.5","Hospiltal.Alternative.Medicine.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.Total.Strength.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.In.Position.(Numbers)","Distance.6","Dispensary.(Numbers)","Dispensary.Doctors.Total.Strength.(Numbers)","Dispensary.Doctors.In.Position.(Numbers)","Distance.7","Veterinary.Hospital.(Numbers)","Veterinary.Hospital.Doctors.Total.Strength.(Numbers)","Veterinary.Hospital.Doctors.In.Position.(Numbers)","Distance.8","Mobile.Health.Clinic.(Numbers)","Mobile.Health.Clinic.Doctors.Total.Strength.(Numbers)","Mobile.Health.Clinic.Doctors.In.Position.(Numbers)","Distance.9","Family.Welfare.Centre.(Numbers)","Family.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Family.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.10","Clusters"
"2654","Sonipat","Mahmudpur (28)",1631,1166,6110,3279,2831,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2656","Sonipat","Khandrai (Part) (30)",1001,897,4682,2462,2220,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
"2658","Sonipat","Baroda Thuthan (11)",852,784,4157,2238,1919,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,1
"2659","Sonipat","Baroda Mor (12)",2029,1297,7103,3858,3245,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2660","Sonipat","Kohla (14)",990,714,3527,1904,1623,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2661","Sonipat","Nizampur (1)",1020,632,3287,1775,1512,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2662","Sonipat","Bhawar (2)",1947,1255,6705,3702,3003,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2663","Sonipat","Gharwal (3)",1957,1033,5625,3036,2589,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2664","Sonipat","Banwasa (13)",1084,774,3932,2115,1817,0,0,0,5,1,15,15,12.5,1,2,2,12.5,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,12.5,0,0,0,5,0,0,0,5,3
"2666","Sonipat","Rindhana (4)",1749,1189,6189,3392,2797,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2667","Sonipat","Dhanana Aladadpur (5)",1826,1204,6591,3658,2933,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2668","Sonipat","Kathura (89)",2670,1787,9639,5190,4449,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2671","Sonipat","Madina (9)",1219,1037,5450,2958,2492,0,0,0,5,1,9,9,12.5,1,2,2,12.5,1,3,2,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"2672","Sonipat","Ahulana (10)",1092,1207,6451,3508,2943,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2675","Sonipat","Bhainswan Khurd (83)",1042,773,4118,2223,1895,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2676","Sonipat","Chhichhrana (88)",963,744,3955,2115,1840,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2678","Sonipat","Rukhi (84)",839,860,4514,2435,2079,0,0,0,0,1,8,8,12.5,1,6,6,12.5,1,3,3,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,3
"2679","Sonipat","Puthi (82)",997,454,2566,1374,1192,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2680","Sonipat","Moi (79)",973,689,3681,1945,1736,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2682","Sonipat","Aanwali (71)",1049,848,4337,2413,1924,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2683","Sonipat","Giwana  (74)",891,651,3302,1770,1532,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2684","Sonipat","Jasrana (73)",792,748,3836,2098,1738,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2686","Sonipat","Bhainswal Kalan Mithan (68)",1000,812,4215,2343,1872,0,0,0,0,1,5,5,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,12.5,0,0,0,0,0,0,0,0,4
"2688","Sonipat","Bhainswal Kalan Bawala (67)",994,692,3624,1979,1645,0,0,0,0,0,0,0,10,0,0,0,5,1,2,2,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2689","Sonipat","Katwal (69)",1095,731,3730,2034,1696,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2691","Sonipat","Rabhra (81)",719,962,5050,2828,2222,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2692","Sonipat","Mahra (35)",692,669,3292,1740,1552,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2693","Sonipat","Gohana(Rural) (Part)  (32)",1874,527,2828,1481,1347,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2695","Sonipat","Sikanderpur Majra (64)",600,672,3516,1857,1659,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2696","Sonipat","Barota (37)",1010,840,4300,2306,1994,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2697","Sonipat","Kheri Damkan (63)",879,820,4447,2446,2001,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,12.5,0,0,0,5,0,0,0,5,4
"2698","Sonipat","Lath (65)",1442,893,4826,2613,2213,0,0,0,0,1,8,8,12.5,1,2,2,12.5,1,2,2,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,0,3
"2699","Sonipat","Bidhal (66)",671,660,3422,1861,1561,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1
"2700","Sonipat","Jauli (61)",1560,1100,5963,3213,2750,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2702","Sonipat","Ganwari  (40)",1040,700,3677,1974,1703,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"2703","Sonipat","Garhi Sarai Namdar Khan (38)",259,842,4494,2388,2106,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2704","Sonipat","Garhi Ujale Khan (39)",115,959,5600,2993,2607,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2708","Sonipat","Khanpur Kalan (56)",1796,1987,12544,5273,7271,0,0,0,10,1,7,7,12.5,1,2,2,12.5,1,2,2,12.5,1,1,1,12.5,1,370,345,12.5,1,2,2,12.5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,2
"2710","Sonipat","Saragthal (60)",826,634,3435,1876,1559,0,0,0,0,1,4,4,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2712","Sonipat","Kasandi (59)",757,568,2921,1559,1362,0,0,0,0,0,0,0,0,1,2,2,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"2713","Sonipat","Bajana Kalan (126)",903,473,2551,1391,1160,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2714","Sonipat","Bajana Khurd (125)",768,512,2743,1495,1248,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2715","Sonipat","Teori (127)",643,547,2906,1579,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2716","Sonipat","Pogthala (124)",872,728,4022,2225,1797,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2718","Sonipat","Balli Qutabpur (122)",841,512,2759,1503,1256,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2719","Sonipat","Ahulana (121)",1119,593,3249,1775,1474,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2724","Sonipat","Kherigujar (133)",716,1239,6521,3586,2935,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2727","Sonipat","Khubru (130)",721,667,3578,1911,1667,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2732","Sonipat","Khizarpur Ahir (138)",273,751,3987,2218,1769,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2733","Sonipat","Panchi Gujran (114)",1124,890,5127,2774,2353,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2735","Sonipat","Chirsami (112)",565,589,3023,1643,1380,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2738","Sonipat","Teha (107)",241,470,2558,1376,1182,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,1
"2740","Sonipat","Datauli (110)",868,1332,7872,4208,3664,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2742","Sonipat","Begah (1)",1499,1306,6665,3675,2990,0,0,0,5,1,10,7,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"2744","Sonipat","Ghasoli (2)",604,634,3972,2192,1780,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"2745","Sonipat","Kheritaga (109)",558,465,2683,1429,1254,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,2,12.5,0,0,0,5,0,0,0,5,4
"2746","Sonipat","Bari (4)",917,1589,6648,3946,2702,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,1
"2747","Sonipat","Ganaur(Rural) (Part) (104)",576,825,4573,2437,2136,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2749","Sonipat","Aghwanpur (160)",592,824,4569,2455,2114,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,1,3,3,12.5,0,0,0,0,0,0,0,10,4
"2751","Sonipat","Gumar (139) ",508,795,4271,2330,1941,0,0,0,10,0,0,0,10,1,2,2,12.5,1,3,3,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,1
"2752","Sonipat","Sheikhupura (141)",589,740,4143,2237,1906,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2755","Sonipat","Kailana (143)",631,590,2917,1559,1358,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,2,12.5,1,3,2,12.5,0,0,0,5,0,0,0,5,4
"2757","Sonipat","Purkhas Rathi (158)",532,640,3304,1794,1510,0,0,0,5,1,4,4,12.5,1,2,2,12.5,1,2,2,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,1,1,1,12.5,3
"2758","Sonipat","Purkhas Dhiran (159)",635,789,4052,2235,1817,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,0,0,0,0,10,4
"2759","Sonipat","Udesipur (163)",431,803,3742,2067,1675,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"2761","Sonipat","Bhogipur (161)",196,835,4426,2405,2021,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,10,1
"2762","Sonipat","Panchi Jatan (164)",880,1248,6580,3543,3037,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2764","Sonipat","Rajpur (97)",460,757,4067,2189,1878,0,0,0,5,0,0,0,5,1,2,2,12.5,1,3,3,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,12.5,0,0,0,0,0,0,0,5,4
"2766","Sonipat","Lalheri (102)",267,561,2843,1560,1283,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,10,4
"2767","Sonipat","Bhagan (98)",715,988,4802,2665,2137,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"2768","Sonipat","Larsoli (101)",423,495,2519,1384,1135,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,1
"2769","Sonipat","Pipli Khera (5)",381,632,3288,1835,1453,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,2,12.5,0,0,0,5,0,0,0,5,4
"2770","Sonipat","Sanpera (3)",423,642,3414,1828,1586,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"2771","Sonipat","Ramnagar (6)",540,508,2874,1571,1303,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,12.5,0,0,0,0,0,0,0,5,4
"2776","Sonipat","Memarpur (12)",521,389,2568,1375,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"2779","Sonipat","Karar Ibrahimpur (92)",587,746,4020,2201,1819,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2780","Sonipat","Kami (95)",526,604,3180,1729,1451,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2783","Sonipat","Sandal Kalan(166)",422,568,3074,1642,1432,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,1
"2785","Sonipat","Mahra (157)",971,765,4000,2175,1825,0,0,0,0,1,7,6,12.5,1,2,2,12.5,1,2,2,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,3
"2794","Sonipat","Dodwah (148)",557,441,2715,1432,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2796","Sonipat","Pinana (149)",971,930,4862,2613,2249,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2800","Sonipat","Juan (177)",1499,1153,6186,3439,2747,1,20,21,12.5,0,0,0,10,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,3
"2802","Sonipat","Chitana (200)",636,552,3075,1661,1414,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2807","Sonipat","Shahzadpur (168)",434,619,3178,1701,1477,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2810","Sonipat","Jawahri (Part)(172)",695,648,3254,1790,1464,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,1
"2812","Sonipat","Dewarhu(93)",447,573,3055,1624,1431,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"2813","Sonipat","Morthal Khas(91)",2306,3274,16722,8920,7802,0,0,0,5,1,13,13,12.5,1,2,2,12.5,1,2,2,12.5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"2814","Sonipat","Malkpur (13)",521,891,5356,2891,2465,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2817","Sonipat","Tikola (16)",365,471,2671,1408,1263,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"2818","Sonipat","Zainpur (17)",629,638,3613,1913,1700,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2821","Sonipat","Mehndipur (20)",422,452,2533,1409,1124,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,5,0,0,0,0,4
"2823","Sonipat","Asadpur(22)",433,489,2695,1454,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2825","Sonipat","Barauli(24)",849,630,3743,2040,1703,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2827","Sonipat","Makimpur(27)",361,559,3047,1642,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2829","Sonipat","Dipalpur(28)",520,848,4637,2465,2172,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"2831","Sonipat","Kamashpur(88)",632,984,5286,2851,2435,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"2835","Sonipat","Raipur(84)",465,724,3578,1969,1609,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,2,12.5,0,0,0,5,0,0,0,5,4
"2838","Sonipat","Harsana Kalan (208)",892,1016,5133,2701,2432,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"2839","Sonipat","Kakroi(192)",1119,957,5023,2697,2326,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,2,12.5,0,0,0,5,0,0,0,5,4
"2840","Sonipat","Mahlana(193)",801,829,4276,2330,1946,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,2,12.5,0,0,0,5,0,0,0,5,4
"2841","Sonipat","Barwasni(202)",977,1151,5883,3180,2703,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
